AP_Rnk,PS_Rnk,KP_Rank,TournamentYear,TeamID,TS_Team,Auto_Bid,KP_Conference,TS_GP,STA_W,STA_L,STA_Pct,STA_Conf_W,STA_Conf_L,STA_Conf_Pct,STA_Home_W,STA_Home_L,STA_Away_W,STA_Away_L,STA_Neutral_W,STA_Neutral_L,STA_Top25_W,STA_Top25_L,STA_Conf_PF,STA_Conf_PA,STA_Conf_PPG,STA_Conf_PAPG,STA_PF,STA_PA,STA_PPG,STA_PAPG,TS_FGM,TS_FGA,TS_FG%,TS_3PM,TS_3PA,TS_3P%,TS_FTM,TS_FTA,TS_FT%,KP_Ajusted_Efficiency_Margin,KP_Adjusted_Offensive_Efficiency,KP_AOE_Rk,KP_Adjusted_Defensive_Efficiency,KP_ADE_Rk,KP_Adjusted_Tempo,KP_AT_Rk,KP_Luck,KP_Luck_Rk,KP_Strength_of_Schedule,KP_SOS_Rk,KP_Non-Conference_Strength_of_Schedule,KP_NCSOS_Rk,KP_Average_Opponents_Offensive_Efficiency,KP_AOOE_Rk,KP_Average_Opponents_Defensive_Efficiency,KP_AODE_Rk,Round,Round_Number,Team,Seed,Opponent,OppSeed,PF,PA,WL,Won_Game,OppTeamID,Opp_AP_Rnk,Opp_PS_Rnk,Opp_KP_Rank,Opp_TeamID,Opp_TS_Team,Opp_KP_Conference,Opp_TS_GP,Opp_STA_W,Opp_STA_L,Opp_STA_Pct,Opp_STA_Conf_W,Opp_STA_Conf_L,Opp_STA_Conf_Pct,Opp_STA_Home_W,Opp_STA_Home_L,Opp_STA_Away_W,Opp_STA_Away_L,Opp_STA_Neutral_W,Opp_STA_Neutral_L,Opp_STA_Top25_W,Opp_STA_Top25_L,Opp_STA_Conf_PF,Opp_STA_Conf_PA,Opp_STA_Conf_PPG,Opp_STA_Conf_PAPG,Opp_STA_PF,Opp_STA_PA,Opp_STA_PPG,Opp_STA_PAPG,Opp_TS_FGM,Opp_TS_FGA,Opp_TS_FG%,Opp_TS_3PM,Opp_TS_3PA,Opp_TS_3P%,Opp_TS_FTM,Opp_TS_FTA,Opp_TS_FT%,Opp_KP_Ajusted_Efficiency_Margin,Opp_KP_Adjusted_Offensive_Efficiency,Opp_KP_AOW_Rk,Opp_KP_Adjusted_Defensive_Efficiency,Opp_KP_ADE_Rk,Opp_KP_Adjusted_Tempo,Opp_KP_AT_Rk,Opp_KP_Luck,Opp_KP_Luck_Rk,Opp_KP_Strength_of_Schedule,Opp_KP_SOS_Rk,Opp_KP_Non-Conference_Strength_of_Schedule,Opp_KP_NCSOS_Rk,Opp_KP_Average_Opponents_Offensive_Efficiency,Opp_KP_AOOE_Rk,Opp_KP_Average_Opponents_Defensive_Efficiency,Opp_KP_AODE_Rk,GameID
,,37,2019,50,Iowa,0,B10,33,22,11,0.667,10,10,0.5,14,4,4,6,5,2,5,7,1501,1533,75.1,76.7,2740,2585,78.28571429,73.85714286,862,1894,0.455,267,739,0.361,593,801,0.74,16.02,117.4,15,101.3,111,69.5,84,0.05,63,10.64,26,-6.49,329,108.9,42,98.3,16,Second Round,2,Iowa,10,Tennessee,2,77,83,L,0,318,6,6,10,318,Tennessee,SEC,34,29,5,0.853,15,3,0.833,18,0,7,3,6,3,3,5,1443,1233,80.2,68.5,3035,2580,82.02702703,69.72972973,991,1988,0.498,225,629,0.358,510,669,0.762,26.24,122.7,3,96.5,42,67.8,164,0.034,96,10.69,25,0.92,129,109.7,23,99,28,48
13,24,9,2019,203,Purdue,0,B10,32,23,9,0.719,16,4,0.8,15,0,6,6,5,4,6,6,1465,1306,73.3,65.3,2760,2421,76.66666667,67.25,857,1920,0.446,311,854,0.364,413,564,0.732,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,4.09,55,110.3,13,97.1,3,Second Round,2,Purdue,3,Villanova,6,87,61,W,1,208,23,9,30,208,Villanova,BE,34,25,9,0.735,13,5,0.722,13,2,5,7,8,1,3,4,1337,1222,74.3,67.9,2654,2425,73.72222222,67.36111111,840,1912,0.439,361,1023,0.353,491,675,0.727,17.33,116.5,16,99.2,81,63.6,335,0.044,73,8,51,3.32,78,108.8,44,100.8,55,41
,,46,2019,181,Minnesota,0,B10,34,21,13,0.618,9,11,0.45,13,3,2,9,7,2,5,9,1359,1399,68,70,2543,2498,70.63888889,69.38888889,840,1922,0.437,178,554,0.321,549,808,0.679,14.35,111.4,52,97,48,67.4,186,0.086,15,12.18,12,-2.91,244,110.2,15,98,13,Second Round,2,Minnesota,10,Michigan St.,2,50,70,L,0,78,5,10,3,78,Michigan State,B10,34,28,6,0.824,16,4,0.8,15,1,8,4,9,2,12,2,1500,1289,75,64.5,3025,2534,77.56410256,64.97435897,922,1889,0.488,273,712,0.383,498,664,0.75,30.81,121,5,90.2,9,66.9,211,0.001,177,13.67,2,3.24,82,110.6,7,96.9,1,46
8,19,6,2019,160,Michigan,0,B10,34,28,6,0.824,15,5,0.75,17,1,7,4,6,2,7,4,1370,1225,68.5,61.3,2575,2158,69.59459459,58.32432432,855,1894,0.451,266,757,0.351,357,514,0.695,28.32,114.5,24,86.2,2,64.8,317,-0.001,181,11.27,20,-5.42,309,109.2,35,98,12,Second Round,2,Michigan,2,Florida,10,64,49,W,1,219,,,26,219,Florida,SEC,34,19,15,0.559,9,9,0.5,9,6,5,6,6,4,3,10,1215,1203,67.5,66.8,2440,2289,67.77777778,63.58333333,814,1907,0.427,277,828,0.335,416,579,0.718,18.3,110.5,61,92.2,16,62.9,344,-0.063,315,12,14,5.12,39,110.7,6,98.7,23,51
,,44,2019,163,Ohio State,0,B10,33,19,14,0.576,8,12,0.4,12,6,4,7,4,2,2,9,1291,1354,64.6,67.7,2419,2318,69.11428571,66.22857143,797,1824,0.437,249,725,0.343,455,620,0.734,14.66,109.1,84,94.4,25,65.8,274,0.013,147,11.68,17,-2.95,246,110.4,8,98.8,24,Second Round,2,Ohio St.,11,Houston,3,59,74,L,0,130,11,,12,130,Houston,Amer,34,31,3,0.912,16,2,0.889,19,1,10,1,4,2,3,2,1401,1155,77.8,64.2,2787,2258,75.32432432,61.02702703,883,1968,0.449,305,838,0.364,443,629,0.704,24.13,115.3,19,91.2,11,66.1,260,0.039,86,4.45,76,-4.16,283,105.7,92,101.3,62,4
,,24,2019,194,Maryland,0,B10,32,22,10,0.688,13,7,0.65,15,3,6,5,2,3,4,6,1341,1287,67.1,64.4,2429,2228,71.44117647,65.52941176,807,1777,0.454,232,657,0.353,437,584,0.748,19.29,113.4,31,94.1,21,66,264,-0.004,189,10.75,24,-4.92,299,109.8,18,99.1,30,Second Round,2,Maryland,6,LSU,3,67,69,L,0,109,12,23,19,109,LSU,SEC,32,26,6,0.813,16,2,0.889,15,2,9,1,4,4,4,3,1482,1351,82.3,75.1,2815,2558,80.42857143,73.08571429,912,1975,0.462,219,678,0.323,561,744,0.754,20.22,117.7,12,97.5,59,70,67,0.063,36,10.02,35,2.77,92,109.3,30,99.3,32,52
,,73,2019,85,UC Irvine,1,BW,35,30,5,0.857,15,1,0.938,12,2,13,2,6,2,1,0,1195,1010,74.7,63.1,2675,2353,72.2972973,63.59459459,945,2058,0.459,238,660,0.361,423,608,0.696,9.16,107.4,118,98.2,65,65.3,293,0.11,8,-3.28,231,1.25,117,102.5,243,105.8,204,Second Round,2,UC Irvine,13,Oregon,12,54,73,L,0,47,,14,28,47,Oregon,P12,35,23,12,0.657,10,8,0.556,13,4,5,7,7,2,2,1,1233,1162,68.5,64.6,2661,2364,70.02631579,62.21052632,886,1971,0.45,266,775,0.343,429,597,0.719,17.86,109.5,74,91.7,13,64.2,328,-0.048,292,5.47,66,0.43,145,107.7,59,102.3,78,55
15,,22,2019,20,Buffalo,1,MAC,34,31,3,0.912,16,2,0.889,14,0,12,3,6,1,1,2,1539,1290,85.5,71.7,3037,2550,84.36111111,70.83333333,1033,2234,0.462,325,969,0.335,497,719,0.691,19.85,115.2,21,95.4,31,73.6,11,0.056,50,3.14,89,1.15,121,105.5,100,102.4,82,Second Round,2,Buffalo,6,Texas Tech,3,58,78,L,0,242,9,,5,242,Texas Tech,B12,32,26,6,0.813,14,4,0.778,17,1,6,3,8,3,6,3,1294,1127,71.9,62.6,2765,2261,72.76315789,59.5,837,1775,0.472,232,631,0.368,433,595,0.728,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,-5.39,307,109.8,19,98.7,22,35
,,51,2019,72,Murray State,1,OVC,31,27,4,0.871,16,2,0.889,15,1,10,3,3,1,0,2,1536,1271,85.3,70.6,2727,2255,82.63636364,68.33333333,938,1890,0.496,242,695,0.348,464,629,0.738,13.83,112.5,41,98.6,73,69.4,89,0.054,54,-3.32,233,-1.13,192,103.1,222,106.4,228,Second Round,2,Murray St.,12,Florida St.,4,62,90,L,0,193,10,17,14,193,Florida State,ACC,34,27,7,0.794,13,5,0.722,15,1,6,4,8,3,6,5,1293,1198,71.8,66.6,2771,2485,74.89189189,67.16216216,879,1984,0.443,255,760,0.336,534,721,0.741,22.39,112.8,36,90.4,10,68.6,121,0.046,70,10.46,30,0.93,128,109.8,20,99.3,33,17
,14,28,2019,47,Oregon,1,P12,35,23,12,0.657,10,8,0.556,13,4,5,7,7,2,2,1,1233,1162,68.5,64.6,2661,2364,70.02631579,62.21052632,886,1971,0.45,266,775,0.343,429,597,0.719,17.86,109.5,74,91.7,13,64.2,328,-0.048,292,5.47,66,0.43,145,107.7,59,102.3,78,Second Round,2,Oregon,12,UC Irvine,13,73,54,W,1,85,,,73,85,UC Irvine,BW,35,30,5,0.857,15,1,0.938,12,2,13,2,6,2,1,0,1195,1010,74.7,63.1,2675,2353,72.2972973,63.59459459,945,2058,0.459,238,660,0.361,423,608,0.696,9.16,107.4,118,98.2,65,65.3,293,0.11,8,-3.28,231,1.25,117,102.5,243,105.8,204,55
,25,48,2019,143,Washington,0,P12,34,26,8,0.765,15,3,0.833,15,1,7,4,5,4,1,4,1257,1121,69.8,62.3,2511,2331,69.75,64.75,835,1845,0.453,254,734,0.346,450,648,0.694,14.28,107.7,110,93.5,18,66,262,0.088,13,6.06,61,2.73,93,107.6,62,101.5,64,Second Round,2,Washington,9,North Carolina,1,59,81,L,0,281,3,8,7,281,North Carolina,ACC,33,27,6,0.818,16,2,0.889,14,2,11,1,4,4,8,5,1510,1313,83.9,72.9,3089,2636,85.80555556,73.22222222,1023,2207,0.464,289,791,0.365,505,681,0.742,27.69,119.7,8,92,15,74.3,6,0.024,116,12.6,8,5.69,28,110.7,2,98.1,15,11
6,6,10,2019,318,Tennessee,0,SEC,34,29,5,0.853,15,3,0.833,18,0,7,3,6,3,3,5,1443,1233,80.2,68.5,3035,2580,82.02702703,69.72972973,991,1988,0.498,225,629,0.358,510,669,0.762,26.24,122.7,3,96.5,42,67.8,164,0.034,96,10.69,25,0.92,129,109.7,23,99,28,Second Round,2,Tennessee,2,Iowa,10,83,77,W,1,50,,,37,50,Iowa,B10,33,22,11,0.667,10,10,0.5,14,4,4,6,5,2,5,7,1501,1533,75.1,76.7,2740,2585,78.28571429,73.85714286,862,1894,0.455,267,739,0.361,593,801,0.74,16.02,117.4,15,101.3,111,69.5,84,0.05,63,10.64,26,-6.49,329,108.9,42,98.3,16,48
14,11,11,2019,129,Auburn,1,SEC,35,26,9,0.743,11,7,0.611,15,2,4,6,11,2,6,6,1375,1285,76.4,71.4,3188,2750,79.7,68.75,930,2071,0.449,381,1012,0.376,460,648,0.71,25,120.9,6,95.9,36,67.9,155,0.008,162,12.23,11,2.63,96,110.7,3,98.5,20,Second Round,2,Auburn,5,Kansas,4,89,75,W,1,169,17,1,17,169,Kansas,B12,34,25,9,0.735,12,6,0.667,17,0,3,8,6,2,8,4,1301,1265,72.3,70.3,2725,2525,75.69444444,70.13888889,928,2008,0.462,246,702,0.35,461,661,0.697,21.57,113.9,27,92.3,17,70.1,66,0.076,26,14.13,1,10.36,4,111.8,1,97.7,8,30
12,23,19,2019,109,LSU,0,SEC,32,26,6,0.813,16,2,0.889,15,2,9,1,4,4,4,3,1482,1351,82.3,75.1,2815,2558,80.42857143,73.08571429,912,1975,0.462,219,678,0.323,561,744,0.754,20.22,117.7,12,97.5,59,70,67,0.063,36,10.02,35,2.77,92,109.3,30,99.3,32,Second Round,2,LSU,3,Maryland,6,69,67,W,1,194,,,24,194,Maryland,B10,32,22,10,0.688,13,7,0.65,15,3,6,5,2,3,4,6,1341,1287,67.1,64.4,2429,2228,71.44117647,65.52941176,807,1777,0.454,232,657,0.353,437,584,0.748,19.29,113.4,31,94.1,21,66,264,-0.004,189,10.75,24,-4.92,299,109.8,18,99.1,30,52
7,2,8,2019,190,Kentucky,0,SEC,33,27,6,0.818,15,3,0.833,17,1,8,2,5,4,7,5,1313,1126,72.9,62.6,2806,2394,75.83783784,64.7027027,878,1835,0.478,199,547,0.364,577,780,0.74,27.57,117.6,14,90.1,8,65.6,284,0.033,98,11.32,19,1.75,107,110.7,5,99.4,34,Second Round,2,Kentucky,2,Wofford,7,62,56,W,1,103,19,,18,103,Wofford,SC,33,29,4,0.879,18,0,1,15,1,11,3,4,1,0,4,1499,1195,83.3,66.4,2879,2295,95.96666667,65.57142857,997,2022,0.493,364,874,0.416,381,545,0.699,20.69,118.1,10,97.4,56,65.7,278,0.046,68,1.82,97,8.37,6,106,83,104.2,144,67
,,26,2019,219,Florida,0,SEC,34,19,15,0.559,9,9,0.5,9,6,5,6,6,4,3,10,1215,1203,67.5,66.8,2440,2289,67.77777778,63.58333333,814,1907,0.427,277,828,0.335,416,579,0.718,18.3,110.5,61,92.2,16,62.9,344,-0.063,315,12,14,5.12,39,110.7,6,98.7,23,Second Round,2,Florida,10,Michigan,2,49,64,L,0,160,8,19,6,160,Michigan,B10,34,28,6,0.824,15,5,0.75,17,1,7,4,6,2,7,4,1370,1225,68.5,61.3,2575,2158,69.59459459,58.32432432,855,1894,0.451,266,757,0.351,357,514,0.695,28.32,114.5,24,86.2,2,64.8,317,-0.001,181,11.27,20,-5.42,309,109.2,35,98,12,51
19,,18,2019,103,Wofford,1,SC,33,29,4,0.879,18,0,1,15,1,11,3,4,1,0,4,1499,1195,83.3,66.4,2879,2295,95.96666667,65.57142857,997,2022,0.493,364,874,0.416,381,545,0.699,20.69,118.1,10,97.4,56,65.7,278,0.046,68,1.82,97,8.37,6,106,83,104.2,144,Second Round,2,Wofford,7,Kentucky,2,56,62,L,0,190,7,2,8,190,Kentucky,SEC,33,27,6,0.818,15,3,0.833,17,1,8,2,5,4,7,5,1313,1126,72.9,62.6,2806,2394,75.83783784,64.7027027,878,1835,0.478,199,547,0.364,577,780,0.74,27.57,117.6,14,90.1,8,65.6,284,0.033,98,11.32,19,1.75,107,110.7,5,99.4,34,67
4,3,2,2019,1,Gonzaga,0,WCC,33,30,3,0.909,16,0,1,17,0,9,1,7,3,2,3,1379,947,86.2,59.2,3243,2400,87.64864865,64.86486486,1062,1997,0.532,257,704,0.365,551,718,0.767,32.85,124.5,1,91.6,12,70.2,62,-0.001,180,4.46,75,1.87,105,106.9,69,102.5,87,Second Round,2,Gonzaga,1,Baylor,9,83,71,W,1,298,,,35,298,Baylor,B12,32,19,13,0.594,10,8,0.556,13,5,5,6,2,3,3,5,1308,1274,72.7,70.8,2442,2302,71.82352941,67.70588235,816,1854,0.44,254,748,0.34,407,604,0.674,16.48,115.3,20,98.8,75,65.2,297,-0.029,255,10.49,28,-4.04,276,108.8,43,98.3,18,36
,,166,2018,162,UMBC,1,AE,34,24,10,0.706,12,4,0.75,15,2,9,7,1,2,1,1,1096,1060,68.5,66.25,2630,2466,73.05555556,68.5,886,1993,0.445,346,894,0.387,395,609,0.649,0.5,103.1,206,102.6,124,68.4,170,0.125,2,-4.38,269,-3.55,277,102.7,267,107.1,259,Second Round,2,UMBC,16,Kansas St.,9,43,50,L,0,323,,,42,323,Kansas State,B12,33,22,11,0.667,10,8,0.556,14,4,6,5,5,3,3,7,1278,1295,71,71.94444444,2630,2478,71.08108108,66.97297297,854,1811,0.472,229,666,0.344,451,607,0.743,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,-6.5,324,111,14,101.6,59,69
21,,18,2018,130,Houston,0,Amer,33,26,7,0.788,14,4,0.778,15,0,7,5,5,3,3,4,1365,1156,75.83333333,64.22222222,2685,2271,76.71428571,64.88571429,891,1898,0.469,278,714,0.389,440,616,0.714,20.24,114.6,38,94.4,13,68.4,167,-0.015,216,3.9,81,-3.08,254,106.6,95,102.7,75,Second Round,2,Houston,6,Michigan,3,63,64,L,0,160,7,,7,160,Michigan,B10,35,28,7,0.8,13,5,0.722,15,1,6,5,12,2,5,4,1280,1181,71.11111111,65.61111111,3019,2596,73.63414634,63.31707317,943,2003,0.471,320,868,0.369,400,607,0.659,24.2,114.7,35,90.5,3,64.9,324,0.052,61,10.32,18,-4.83,301,111.4,7,101.1,47,71
6,12,4,2018,166,Cincinnati,1,Amer,34,30,4,0.882,16,2,0.889,15,1,9,2,7,2,2,4,1294,997,71.88888889,55.38888889,2673,2071,74.25,57.52777778,873,1926,0.453,244,681,0.358,486,706,0.688,26.6,113.4,49,86.8,2,64.5,330,-0.019,230,3.46,87,-4.21,294,106.9,89,103.4,90,Second Round,2,Cincinnati,2,Nevada,7,73,75,L,0,69,24,,25,69,Nevada,MWC,34,27,7,0.794,15,3,0.833,14,1,12,3,3,4,1,1,1522,1346,84.55555556,74.77777778,3055,2703,82.56756757,73.05405405,963,2056,0.468,330,830,0.398,569,762,0.747,18.39,120.2,7,101.8,108,69.4,105,-0.026,255,5.13,74,3.61,67,107,87,101.8,63,74
,,52,2018,227,Rhode Island,0,A10,32,25,7,0.781,15,3,0.833,15,1,7,4,4,3,1,1,1379,1209,76.61111111,67.16666667,2583,2338,75.97058824,68.76470588,879,1904,0.462,210,600,0.35,413,580,0.712,13.93,111.1,69,97.2,46,68.4,173,0.063,44,3.49,85,3.83,64,107.6,75,104.1,107,Second Round,2,Rhode Island,7,Duke,2,62,87,L,0,27,9,1,3,27,Duke,ACC,33,26,7,0.788,13,5,0.722,15,1,6,5,8,2,6,4,1421,1219,78.94444444,67.72222222,3121,2576,84.35135135,69.62162162,1008,2044,0.493,274,725,0.378,505,713,0.708,28.86,122.4,3,93.6,9,69.7,93,-0.034,271,10.6,15,4.09,58,110.4,30,99.8,10,78
10,9,8,2018,281,North Carolina,0,ACC,35,25,10,0.714,11,7,0.611,12,3,7,5,7,3,5,6,1452,1360,80.66666667,75.55555556,3018,2711,81.56756757,73.27027027,1048,2279,0.46,290,796,0.364,483,652,0.741,23.59,120.3,6,96.7,38,71.2,46,-0.011,207,13.26,1,7.58,17,111.6,5,98.3,1,Second Round,2,North Carolina,2,Texas A&M,7,65,86,L,0,343,,25,29,343,Texas A&M,SEC,32,20,12,0.625,9,9,0.5,13,3,4,7,5,3,5,4,1283,1311,71.27777778,72.83333333,2631,2467,75.17142857,70.48571429,887,1942,0.457,211,645,0.327,415,622,0.667,16.96,111.3,66,94.4,14,69.5,101,0.014,140,11.69,4,5.12,37,111.8,2,100.1,15,81
9,1,3,2018,27,Duke,0,ACC,33,26,7,0.788,13,5,0.722,15,1,6,5,8,2,6,4,1421,1219,78.94444444,67.72222222,3121,2576,84.35135135,69.62162162,1008,2044,0.493,274,725,0.378,505,713,0.708,28.86,122.4,3,93.6,9,69.7,93,-0.034,271,10.6,15,4.09,58,110.4,30,99.8,10,Second Round,2,Duke,2,Rhode Island,7,87,62,W,1,227,,,52,227,Rhode Island,A10,32,25,7,0.781,15,3,0.833,15,1,7,4,4,3,1,1,1379,1209,76.61111111,67.16666667,2583,2338,75.97058824,68.76470588,879,1904,0.462,210,600,0.35,413,580,0.712,13.93,111.1,69,97.2,46,68.4,173,0.063,44,3.49,85,3.83,64,107.6,75,104.1,107,78
20,,14,2018,299,Clemson,0,ACC,32,23,9,0.719,11,7,0.611,15,1,4,6,6,3,4,5,1255,1208,69.72222222,67.11111111,2584,2307,73.82857143,65.91428571,809,1786,0.453,266,726,0.366,461,609,0.757,21.65,114.2,44,92.6,7,66.1,274,-0.009,203,10.22,20,-1.91,214,110.6,26,100.4,23,Second Round,2,Clemson,5,Auburn,4,84,53,W,1,129,19,,23,129,Auburn,SEC,32,25,7,0.781,13,5,0.722,15,1,7,4,4,3,2,1,1477,1330,82.05555556,73.88888889,2783,2488,81.85294118,73.17647059,868,1977,0.439,312,852,0.366,620,789,0.786,18.69,115.4,26,96.7,37,72.6,18,0.034,94,7.52,57,-1.86,211,108.8,58,101.3,51,87
,,41,2018,155,Syracuse,0,ACC,33,20,13,0.606,8,10,0.444,14,5,4,6,5,3,2,8,1161,1173,64.5,65.16666667,2466,2360,66.64864865,63.78378378,751,1796,0.418,193,600,0.322,534,721,0.741,14.82,107,135,92.2,5,62.9,345,0.021,119,9.81,27,-0.2,163,111.3,9,101.5,58,Second Round,2,Syracuse,11,Michigan St.,3,55,53,W,1,78,5,2,6,78,Michigan State,B10,33,29,4,0.879,16,2,0.889,16,1,8,1,6,3,3,2,1377,1191,76.5,66.16666667,2807,2271,80.2,64.88571429,943,1872,0.504,277,671,0.413,509,678,0.751,25.41,119.2,13,93.8,10,67,234,0.038,83,6.64,62,-5.03,303,108.6,63,101.9,65,93
4,4,9,2018,169,Kansas,1,B12,34,27,7,0.794,13,5,0.722,14,4,7,3,10,1,8,4,1396,1351,77.55555556,75.05555556,3174,2803,81.38461538,71.87179487,1024,2058,0.498,345,857,0.403,378,540,0.7,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,3.55,70,111.7,3,99.3,3,Second Round,2,Kansas,1,Seton Hall,8,83,79,W,1,117,,23,26,117,Seton Hall,BE,32,21,11,0.656,10,8,0.556,14,3,5,6,3,3,3,5,1407,1398,78.16666667,77.66666667,2701,2512,79.44117647,73.88235294,914,1951,0.468,233,640,0.364,467,674,0.693,18.04,116.9,17,98.8,62,69.5,103,-0.028,260,10.12,21,0,157,110.5,27,100.4,24,96
15,11,12,2018,232,West Virginia,0,B12,34,24,10,0.706,11,7,0.611,14,3,5,5,7,3,5,6,1400,1293,77.77777778,71.83333333,2964,2575,80.10810811,69.59459459,944,2176,0.434,299,847,0.353,520,679,0.766,22.44,119.4,10,96.9,41,69.2,120,-0.014,214,10.59,16,-4.72,299,109.9,38,99.3,2,Second Round,2,West Virginia,5,Marshall,13,94,71,W,1,73,,,105,73,Marshall,CUSA,34,24,10,0.706,12,6,0.667,15,2,6,8,4,1,2,2,1458,1383,81,76.83333333,3017,2849,83.80555556,79.13888889,992,2116,0.469,341,963,0.354,540,704,0.767,6.53,109.4,93,102.9,126,74.7,6,0.06,54,0.07,137,-7,333,105.6,118,105.5,164,99
14,,11,2018,242,Texas Tech,0,B12,33,24,9,0.727,11,7,0.611,17,1,4,6,6,3,8,5,1297,1233,72.05555556,68.5,2759,2397,74.56756757,64.78378378,863,1860,0.464,232,634,0.366,525,749,0.701,22.59,113.3,50,90.8,4,66.7,247,-0.007,195,10.31,19,-5.24,309,110.7,23,100.4,25,Second Round,2,Texas Tech,3,Florida,6,69,66,W,1,219,23,8,22,219,Florida,SEC,32,20,12,0.625,11,7,0.611,12,5,5,4,4,4,6,3,1277,1196,70.9444,66.4444,2577,2353,80.5313,73.5313,841,1937,0.434,292,778,0.375,460,640,0.719,18.96,114.5,41,95.5,24,67.1,226,-0.059,310,10.74,13,4.57,46,110.2,31,99.5,4,103
,,42,2018,323,Kansas State,0,B12,33,22,11,0.667,10,8,0.556,14,4,6,5,5,3,3,7,1278,1295,71,71.94444444,2630,2478,71.08108108,66.97297297,854,1811,0.472,229,666,0.344,451,607,0.743,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,-6.5,324,111,14,101.6,59,Second Round,2,Kansas St.,9,UMBC,16,50,43,W,1,162,,,166,162,UMBC,AE,34,24,10,0.706,12,4,0.75,15,2,9,7,1,2,1,1,1096,1060,68.5,66.25,2630,2466,73.05555556,68.5,886,1993,0.445,346,894,0.387,395,609,0.649,0.5,103.1,206,102.6,124,68.4,170,0.125,2,-4.38,269,-3.55,277,102.7,267,107.1,259,69
18,5,17,2018,190,Kentucky,1,SEC,34,24,10,0.706,10,8,0.556,16,2,4,6,6,3,2,4,1323,1294,73.5,71.8888889,2840,2599,83.53,76.44,895,1908,0.469,178,497,0.358,564,814,0.693,20.44,115.8,24,95.4,22,68.8,146,-0.008,199,10.91,12,4.67,44,110.8,22,99.8,11,Second Round,2,Kentucky,5,Buffalo,13,95,75,W,1,20,,,67,20,Buffalo,MAC,33,25,8,0.758,15,3,0.833,14,1,8,5,5,3,1,3,1586,1362,88.11111111,75.66666667,3047,2742,84.63888889,76.16666667,1045,2206,0.474,329,887,0.371,464,666,0.697,11.53,114.7,34,103.2,135,72.7,16,0.006,158,-0.06,140,3.87,62,105.1,145,105.2,147,108
2,6,1,2018,208,Villanova,1,BE,34,30,4,0.882,14,4,0.778,12,1,9,3,15,0,7,0,1584,1374,88,76.33333333,3463,2807,86.575,70.175,1055,2092,0.504,388,975,0.398,462,599,0.771,33.76,127.8,1,94,11,68.7,150,-0.018,225,11.31,6,3.98,61,111.3,10,100,12,Second Round,2,Villanova,1,Alabama,9,81,58,W,1,65,,,57,65,Alabama,SEC,34,19,15,0.559,8,10,0.444,12,5,2,8,6,3,6,3,1242,1226,69,68.11111111,2604,2543,72.33333333,70.63888889,860,1877,0.458,217,669,0.324,523,778,0.672,13.41,108.7,106,95.2,20,68.7,151,0.017,130,11.17,8,2.54,84,110.9,19,99.7,7,110
,,20,2018,167,Butler,0,BE,33,20,13,0.606,9,9,0.5,14,3,3,7,4,4,1,8,1458,1384,81,76.88888889,2763,2540,78.94285714,72.57142857,964,2041,0.472,270,759,0.356,413,536,0.771,19.05,116.2,22,97.2,45,67.6,207,-0.047,290,11.21,7,0.11,154,112,1,100.8,34,Second Round,2,Butler,10,Purdue,2,73,76,L,0,203,11,20,5,203,Purdue,B10,34,28,6,0.824,15,3,0.833,16,1,8,2,6,4,3,4,1379,1193,76.61111111,66.27777778,2974,2431,80.37837838,65.7027027,958,1928,0.497,326,776,0.42,517,696,0.743,26.27,122.7,2,96.4,31,67.2,223,0.006,163,9.02,41,0.69,144,109.1,51,100.1,14,113
,23,26,2018,117,Seton Hall,0,BE,32,21,11,0.656,10,8,0.556,14,3,5,6,3,3,3,5,1407,1398,78.16666667,77.66666667,2701,2512,79.44117647,73.88235294,914,1951,0.468,233,640,0.364,467,674,0.693,18.04,116.9,17,98.8,62,69.5,103,-0.028,260,10.12,21,0,157,110.5,27,100.4,24,Second Round,2,Seton Hall,8,Kansas,1,79,83,L,0,169,4,4,9,169,Kansas,B12,34,27,7,0.794,13,5,0.722,14,4,7,3,10,1,8,4,1396,1351,77.55555556,75.05555556,3174,2803,81.38461538,71.87179487,1024,2058,0.498,345,857,0.403,378,540,0.7,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,3.55,70,111.7,3,99.3,3,96
23,8,22,2018,219,Florida,0,SEC,32,20,12,0.625,11,7,0.611,12,5,5,4,4,4,6,3,1277,1196,70.9444,66.4444,2577,2353,80.5313,73.5313,841,1937,0.434,292,778,0.375,460,640,0.719,18.96,114.5,41,95.5,24,67.1,226,-0.059,310,10.74,13,4.57,46,110.2,31,99.5,4,Second Round,2,Florida,6,Texas Tech,3,66,69,L,0,242,14,,11,242,Texas Tech,B12,33,24,9,0.727,11,7,0.611,17,1,4,6,6,3,8,5,1297,1233,72.05555556,68.5,2759,2397,74.56756757,64.78378378,863,1860,0.464,232,634,0.366,525,749,0.701,22.59,113.3,50,90.8,4,66.7,247,-0.007,195,10.31,19,-5.24,309,110.7,23,100.4,25,103
