AP_Rnk,PS_Rnk,KP_Rank,TournamentYear,TeamID,TS_Team,Auto_Bid,KP_Conference,TS_GP,STA_W,STA_L,STA_Pct,STA_Conf_W,STA_Conf_L,STA_Conf_Pct,STA_Home_W,STA_Home_L,STA_Away_W,STA_Away_L,STA_Neutral_W,STA_Neutral_L,STA_Top25_W,STA_Top25_L,STA_Conf_PF,STA_Conf_PA,STA_Conf_PPG,STA_Conf_PAPG,STA_PF,STA_PA,STA_PPG,STA_PAPG,TS_FGM,TS_FGA,TS_FG%,TS_3PM,TS_3PA,TS_3P%,TS_FTM,TS_FTA,TS_FT%,KP_Ajusted_Efficiency_Margin,KP_Adjusted_Offensive_Efficiency,KP_AOE_Rk,KP_Adjusted_Defensive_Efficiency,KP_ADE_Rk,KP_Adjusted_Tempo,KP_AT_Rk,KP_Luck,KP_Luck_Rk,KP_Strength_of_Schedule,KP_SOS_Rk,KP_Non-Conference_Strength_of_Schedule,KP_NCSOS_Rk,KP_Average_Opponents_Offensive_Efficiency,KP_AOOE_Rk,KP_Average_Opponents_Defensive_Efficiency,KP_AODE_Rk,Round,Round_Number,Team,Seed,Opponent,OppSeed,PF,PA,WL,Won_Game,OppTeamID,Opp_AP_Rnk,Opp_PS_Rnk,Opp_KP_Rank,Opp_TeamID,Opp_TS_Team,Opp_KP_Conference,Opp_TS_GP,Opp_STA_W,Opp_STA_L,Opp_STA_Pct,Opp_STA_Conf_W,Opp_STA_Conf_L,Opp_STA_Conf_Pct,Opp_STA_Home_W,Opp_STA_Home_L,Opp_STA_Away_W,Opp_STA_Away_L,Opp_STA_Neutral_W,Opp_STA_Neutral_L,Opp_STA_Top25_W,Opp_STA_Top25_L,Opp_STA_Conf_PF,Opp_STA_Conf_PA,Opp_STA_Conf_PPG,Opp_STA_Conf_PAPG,Opp_STA_PF,Opp_STA_PA,Opp_STA_PPG,Opp_STA_PAPG,Opp_TS_FGM,Opp_TS_FGA,Opp_TS_FG%,Opp_TS_3PM,Opp_TS_3PA,Opp_TS_3P%,Opp_TS_FTM,Opp_TS_FTA,Opp_TS_FT%,Opp_KP_Ajusted_Efficiency_Margin,Opp_KP_Adjusted_Offensive_Efficiency,Opp_KP_AOW_Rk,Opp_KP_Adjusted_Defensive_Efficiency,Opp_KP_ADE_Rk,Opp_KP_Adjusted_Tempo,Opp_KP_AT_Rk,Opp_KP_Luck,Opp_KP_Luck_Rk,Opp_KP_Strength_of_Schedule,Opp_KP_SOS_Rk,Opp_KP_Non-Conference_Strength_of_Schedule,Opp_KP_NCSOS_Rk,Opp_KP_Average_Opponents_Offensive_Efficiency,Opp_KP_AOOE_Rk,Opp_KP_Average_Opponents_Defensive_Efficiency,Opp_KP_AODE_Rk,GameID
,,198,2019,351,Iona,1,MAAC,32,17,15,0.531,12,6,0.667,8,3,5,9,4,4,0,1,1402,1309,77.9,72.7,2532,2508,76.72727273,76,835,1842,0.453,282,804,0.351,507,684,0.741,-2.88,106.9,129,109.7,276,70.6,51,-0.024,245,-6.27,290,0.44,144,100.5,314,106.8,251,First Round,1,Iona,16,North Carolina,1,73,88,L,0,281,3,8,7,281,North Carolina,ACC,33,27,6,0.818,16,2,0.889,14,2,11,1,4,4,8,5,1510,1313,83.9,72.9,3089,2636,85.80555556,73.22222222,1023,2207,0.464,289,791,0.365,505,681,0.742,27.69,119.7,8,92,15,74.3,6,0.024,116,12.6,8,5.69,28,110.7,2,98.1,15,10
15,,22,2019,20,Buffalo,1,MAC,34,31,3,0.912,16,2,0.889,14,0,12,3,6,1,1,2,1539,1290,85.5,71.7,3037,2550,84.36111111,70.83333333,1033,2234,0.462,325,969,0.335,497,719,0.691,19.85,115.2,21,95.4,31,73.6,11,0.056,50,3.14,89,1.15,121,105.5,100,102.4,82,First Round,1,Buffalo,6,Arizona St.,11,91,74,W,1,235,,,57,235,Arizona State,P12,32,22,10,0.688,12,6,0.667,13,3,6,5,4,3,2,2,1376,1322,76.4,73.4,2638,2494,77.58823529,73.35294118,851,1903,0.447,232,680,0.341,556,829,0.671,11.55,109.7,73,98.2,64,70.8,47,0.051,59,5.56,65,1.55,112,107.3,64,101.7,66,58
,,161,2019,90,Bradley,1,MVC,34,20,14,0.588,9,9,0.5,10,6,5,8,5,1,0,1,1168,1163,64.9,64.6,2329,2285,66.54285714,65.28571429,790,1822,0.434,231,632,0.366,453,654,0.693,0.09,101.5,234,101.4,113,65.3,292,0.035,93,-1.66,183,-3.94,272,102.6,242,104.3,147,First Round,1,Bradley,15,Michigan St.,2,65,76,L,0,78,5,10,3,78,Michigan State,B10,34,28,6,0.824,16,4,0.8,15,1,8,4,9,2,12,2,1500,1289,75,64.5,3025,2534,77.56410256,64.97435897,922,1889,0.488,273,712,0.383,498,664,0.75,30.81,121,5,90.2,9,66.9,211,0.001,177,13.67,2,3.24,82,110.6,7,96.9,1,45
25,,38,2019,7,Utah State,1,MWC,34,28,6,0.824,15,3,0.833,14,1,9,4,5,2,1,2,1394,1228,77.4,68.2,2753,2349,78.65714286,67.11428571,940,1985,0.474,267,752,0.355,543,727,0.747,15.41,112.6,39,97.2,52,68.1,145,0.012,149,0.02,139,0.81,135,104.5,147,104.4,158,First Round,1,Utah St.,8,Washington,9,61,78,L,0,143,,25,48,143,Washington,P12,34,26,8,0.765,15,3,0.833,15,1,7,4,5,4,1,4,1257,1121,69.8,62.3,2511,2331,69.75,64.75,835,1845,0.453,254,734,0.346,450,648,0.694,14.28,107.7,110,93.5,18,66,262,0.088,13,6.06,61,2.73,93,107.6,62,101.5,64,59
20,7,27,2019,69,Nevada,0,MWC,33,29,4,0.879,15,3,0.833,15,0,9,3,5,2,1,0,1453,1189,80.7,66.1,2723,2270,80.08823529,66.76470588,905,1944,0.466,292,831,0.351,560,791,0.708,18.18,114,26,95.9,35,69.3,91,0.033,99,1.42,103,1.79,106,105.4,111,103.9,130,First Round,1,Nevada,7,Florida,10,61,70,L,0,219,,,26,219,Florida,SEC,34,19,15,0.559,9,9,0.5,9,6,5,6,6,4,3,10,1215,1203,67.5,66.8,2440,2289,67.77777778,63.58333333,814,1907,0.427,277,828,0.335,416,579,0.718,18.3,110.5,61,92.2,16,62.9,344,-0.063,315,12,14,5.12,39,110.7,6,98.7,23,60
,,211,2019,279,Fairleigh Dickinson,1,NEC,33,20,13,0.606,12,6,0.667,13,4,7,9,1,1,0,1,1372,1298,76.2,72.1,2620,2515,74.85714286,71.85714286,876,1834,0.478,254,629,0.404,483,660,0.732,-4.22,106.5,139,110.7,295,66.8,223,0.04,81,-8.16,338,-1.86,215,99.5,335,107.7,296,First Round,1,Fairleigh Dickinson,16,Gonzaga,1,49,87,L,0,1,4,3,2,1,Gonzaga,WCC,33,30,3,0.909,16,0,1,17,0,9,1,7,3,2,3,1379,947,86.2,59.2,3243,2400,87.64864865,64.86486486,1062,1997,0.532,257,704,0.365,551,718,0.767,32.85,124.5,1,91.6,12,70.2,62,-0.001,180,4.46,75,1.87,105,106.9,69,102.5,87,62
,,49,2019,13,Belmont,0,OVC,31,26,5,0.839,16,2,0.889,13,1,12,3,2,2,0,0,1605,1312,89.2,72.9,2868,2439,86.90909091,73.90909091,987,1976,0.499,325,871,0.373,411,557,0.738,14.09,115.6,18,101.5,117,71.3,34,0.025,113,-1.98,194,3.78,63,103.6,183,105.6,198,First Round,1,Belmont,11,Maryland,6,77,79,L,0,194,,,24,194,Maryland,B10,32,22,10,0.688,13,7,0.65,15,3,6,5,2,3,4,6,1341,1287,67.1,64.4,2429,2228,71.44117647,65.52941176,807,1777,0.454,232,657,0.353,437,584,0.748,19.29,113.4,31,94.1,21,66,264,-0.004,189,10.75,24,-4.92,299,109.8,18,99.1,30,53
,,51,2019,72,Murray State,1,OVC,31,27,4,0.871,16,2,0.889,15,1,10,3,3,1,0,2,1536,1271,85.3,70.6,2727,2255,82.63636364,68.33333333,938,1890,0.496,242,695,0.348,464,629,0.738,13.83,112.5,41,98.6,73,69.4,89,0.054,54,-3.32,233,-1.13,192,103.1,222,106.4,228,First Round,1,Murray St.,12,Marquette,5,83,64,W,1,33,,,33,33,Marquette,BE,33,24,9,0.727,12,6,0.667,16,3,6,4,2,3,4,1,1361,1286,75.6,71.4,2629,2363,77.32352941,69.5,869,1895,0.459,311,791,0.393,516,680,0.759,16.52,113.2,32,96.7,45,68.8,116,0.01,154,6.77,57,0.29,151,107.4,63,100.7,51,39
,,57,2019,235,Arizona State,0,P12,32,22,10,0.688,12,6,0.667,13,3,6,5,4,3,2,2,1376,1322,76.4,73.4,2638,2494,77.58823529,73.35294118,851,1903,0.447,232,680,0.341,556,829,0.671,11.55,109.7,73,98.2,64,70.8,47,0.051,59,5.56,65,1.55,112,107.3,64,101.7,66,First Round,1,Arizona St.,11,Buffalo,6,74,91,L,0,20,15,,22,20,Buffalo,MAC,34,31,3,0.912,16,2,0.889,14,0,12,3,6,1,1,2,1539,1290,85.5,71.7,3037,2550,84.36111111,70.83333333,1033,2234,0.462,325,969,0.335,497,719,0.691,19.85,115.2,21,95.4,31,73.6,11,0.056,50,3.14,89,1.15,121,105.5,100,102.4,82,58
,14,28,2019,47,Oregon,1,P12,35,23,12,0.657,10,8,0.556,13,4,5,7,7,2,2,1,1233,1162,68.5,64.6,2661,2364,70.02631579,62.21052632,886,1971,0.45,266,775,0.343,429,597,0.719,17.86,109.5,74,91.7,13,64.2,328,-0.048,292,5.47,66,0.43,145,107.7,59,102.3,78,First Round,1,Oregon,12,Wisconsin,5,72,54,W,1,222,21,,16,222,Wisconsin,B10,33,23,10,0.688,14,6,0.7,12,3,8,5,3,3,3,5,1305,1206,65.3,60.3,2333,2099,68.61764706,61.73529412,854,1885,0.453,235,642,0.366,336,518,0.649,21.94,110.4,62,88.5,4,63.9,331,-0.018,228,12.97,6,3.14,87,110.3,14,97.3,6,54
,25,48,2019,143,Washington,0,P12,34,26,8,0.765,15,3,0.833,15,1,7,4,5,4,1,4,1257,1121,69.8,62.3,2511,2331,69.75,64.75,835,1845,0.453,254,734,0.346,450,648,0.694,14.28,107.7,110,93.5,18,66,262,0.088,13,6.06,61,2.73,93,107.6,62,101.5,64,First Round,1,Washington,9,Utah St.,8,78,61,W,1,7,25,,38,7,Utah State,MWC,34,28,6,0.824,15,3,0.833,14,1,9,4,5,2,1,2,1394,1228,77.4,68.2,2753,2349,78.65714286,67.11428571,940,1985,0.474,267,752,0.355,543,727,0.747,15.41,112.6,39,97.2,52,68.1,145,0.012,149,0.02,139,0.81,135,104.5,147,104.4,158,59
,,126,2019,64,Colgate,1,Pat,34,24,10,0.706,13,5,0.722,15,1,9,9,0,1,0,1,1381,1257,76.7,69.8,2648,2458,75.65714286,70.22857143,930,1939,0.48,305,786,0.388,413,557,0.741,4.6,110.5,60,105.9,201,66.4,237,0.012,148,-3.83,250,0.84,131,102.4,254,106.3,223,First Round,1,Colgate,15,Tennessee,2,70,77,L,0,318,6,6,10,318,Tennessee,SEC,34,29,5,0.853,15,3,0.833,18,0,7,3,6,3,3,5,1443,1233,80.2,68.5,3035,2580,82.02702703,69.72972973,991,1988,0.498,225,629,0.358,510,669,0.762,26.24,122.7,3,96.5,42,67.8,164,0.034,96,10.69,25,0.92,129,109.7,23,99,28,63
6,6,10,2019,318,Tennessee,0,SEC,34,29,5,0.853,15,3,0.833,18,0,7,3,6,3,3,5,1443,1233,80.2,68.5,3035,2580,82.02702703,69.72972973,991,1988,0.498,225,629,0.358,510,669,0.762,26.24,122.7,3,96.5,42,67.8,164,0.034,96,10.69,25,0.92,129,109.7,23,99,28,First Round,1,Tennessee,2,Colgate,15,77,70,W,1,64,,,126,64,Colgate,Pat,34,24,10,0.706,13,5,0.722,15,1,9,9,0,1,0,1,1381,1257,76.7,69.8,2648,2458,75.65714286,70.22857143,930,1939,0.48,305,786,0.388,413,557,0.741,4.6,110.5,60,105.9,201,66.4,237,0.012,148,-3.83,250,0.84,131,102.4,254,106.3,223,63
14,11,11,2019,129,Auburn,1,SEC,35,26,9,0.743,11,7,0.611,15,2,4,6,11,2,6,6,1375,1285,76.4,71.4,3188,2750,79.7,68.75,930,2071,0.449,381,1012,0.376,460,648,0.71,25,120.9,6,95.9,36,67.9,155,0.008,162,12.23,11,2.63,96,110.7,3,98.5,20,First Round,1,Auburn,5,New Mexico St.,12,78,77,W,1,119,,,53,119,New Mexico State,WAC,34,30,4,0.882,15,1,0.938,16,1,10,2,4,2,0,2,1223,1030,76.4,64.4,2734,2259,78.11428571,64.54285714,937,2041,0.459,319,952,0.335,464,687,0.675,13.62,113,35,99.3,84,65.9,269,0.042,79,-3.44,236,-3.22,254,102.8,235,106.2,222,65
12,23,19,2019,109,LSU,0,SEC,32,26,6,0.813,16,2,0.889,15,2,9,1,4,4,4,3,1482,1351,82.3,75.1,2815,2558,80.42857143,73.08571429,912,1975,0.462,219,678,0.323,561,744,0.754,20.22,117.7,12,97.5,59,70,67,0.063,36,10.02,35,2.77,92,109.3,30,99.3,32,First Round,1,LSU,3,Yale,14,79,74,W,1,189,,,77,189,Yale,Ivy,29,22,7,0.759,10,4,0.714,10,2,8,5,4,1,0,2,1080,983,77.1,70.2,2427,2202,80.9,73.4,834,1687,0.494,217,586,0.37,371,512,0.725,8.79,111.6,51,102.8,141,71,41,0.041,80,-1.1,167,-2.09,222,103,224,104.2,140,56
,18,21,2019,230,Mississippi State,0,SEC,33,23,10,0.697,10,8,0.556,14,3,5,5,4,3,1,5,1354,1310,75.2,72.8,2628,2394,77.29411765,70.41176471,911,1930,0.472,284,752,0.378,446,624,0.715,20.04,117.7,13,97.6,61,67.8,161,-0.038,270,10.09,34,2.22,100,110.1,17,100,44,First Round,1,Mississippi St.,5,Liberty,12,76,80,L,0,198,,,58,198,Liberty,ASun,34,28,6,0.824,14,2,0.875,16,1,11,3,2,3,0,1,1118,958,69.9,59.9,2654,2209,73.72222222,61.36111111,921,1878,0.49,300,817,0.367,374,485,0.771,11.54,111.1,54,99.6,87,62.3,349,0.009,158,-3.27,230,-3.2,252,102.5,245,105.8,203,27
7,2,8,2019,190,Kentucky,0,SEC,33,27,6,0.818,15,3,0.833,17,1,8,2,5,4,7,5,1313,1126,72.9,62.6,2806,2394,75.83783784,64.7027027,878,1835,0.478,199,547,0.364,577,780,0.74,27.57,117.6,14,90.1,8,65.6,284,0.033,98,11.32,19,1.75,107,110.7,5,99.4,34,First Round,1,Kentucky,2,Abilene Christian,15,79,44,W,1,173,,,152,173,Abilene Christian,Slnd,33,27,6,0.818,14,4,0.778,13,2,10,4,4,1,0,2,1305,1152,72.5,64,2502,2161,73.58823529,63.55882353,880,1858,0.474,246,637,0.386,452,632,0.715,1.35,103.4,196,102,121,66.1,256,0.123,5,-8.67,341,-4.75,295,100,326,108.7,336,66
,,50,2019,306,Ole Miss,0,SEC,32,20,12,0.625,10,8,0.556,11,5,6,5,3,3,2,4,1330,1310,73.9,72.8,2485,2347,75.3030303,71.12121212,847,1844,0.459,261,729,0.358,458,585,0.783,13.98,113.2,33,99.2,80,68.5,131,-0.007,203,8.69,43,-1.11,191,109.1,38,100.4,49,First Round,1,Ole Miss,8,Oklahoma,9,72,95,L,0,251,,,32,251,Oklahoma,B12,32,19,13,0.594,7,11,0.389,10,4,5,7,5,3,2,7,1201,1263,66.7,70.2,2423,2318,71.26470588,68.17647059,830,1864,0.445,212,619,0.342,405,586,0.691,16.94,111.1,57,94.1,23,68.6,123,0.023,119,13.27,3,7.44,12,110.3,11,97.1,2,37
,,26,2019,219,Florida,0,SEC,34,19,15,0.559,9,9,0.5,9,6,5,6,6,4,3,10,1215,1203,67.5,66.8,2440,2289,67.77777778,63.58333333,814,1907,0.427,277,828,0.335,416,579,0.718,18.3,110.5,61,92.2,16,62.9,344,-0.063,315,12,14,5.12,39,110.7,6,98.7,23,First Round,1,Florida,10,Nevada,7,70,61,W,1,69,20,7,27,69,Nevada,MWC,33,29,4,0.879,15,3,0.833,15,0,9,3,5,2,1,0,1453,1189,80.7,66.1,2723,2270,80.08823529,66.76470588,905,1944,0.466,292,831,0.351,560,791,0.708,18.18,114,26,95.9,35,69.3,91,0.033,99,1.42,103,1.79,106,105.4,111,103.9,130,60
19,,18,2019,103,Wofford,1,SC,33,29,4,0.879,18,0,1,15,1,11,3,4,1,0,4,1499,1195,83.3,66.4,2879,2295,95.96666667,65.57142857,997,2022,0.493,364,874,0.416,381,545,0.699,20.69,118.1,10,97.4,56,65.7,278,0.046,68,1.82,97,8.37,6,106,83,104.2,144,First Round,1,Wofford,7,Seton Hall,10,84,68,W,1,117,,,60,117,Seton Hall,BE,33,20,13,0.606,9,9,0.5,11,4,3,8,6,2,4,4,1309,1318,72.7,73.2,2508,2443,73.76470588,71.85294118,863,1959,0.441,231,714,0.324,483,682,0.708,11.5,109,87,97.5,60,69.1,100,0.023,120,8.54,44,3.58,68,109.2,36,100.7,52,43
,,152,2019,173,Abilene Christian,1,Slnd,33,27,6,0.818,14,4,0.778,13,2,10,4,4,1,0,2,1305,1152,72.5,64,2502,2161,73.58823529,63.55882353,880,1858,0.474,246,637,0.386,452,632,0.715,1.35,103.4,196,102,121,66.1,256,0.123,5,-8.67,341,-4.75,295,100,326,108.7,336,First Round,1,Abilene Christian,15,Kentucky,2,44,79,L,0,190,7,2,8,190,Kentucky,SEC,33,27,6,0.818,15,3,0.833,17,1,8,2,5,4,7,5,1313,1126,72.9,62.6,2806,2394,75.83783784,64.7027027,878,1835,0.478,199,547,0.364,577,780,0.74,27.57,117.6,14,90.1,8,65.6,284,0.033,98,11.32,19,1.75,107,110.7,5,99.4,34,66
,,202,2019,96,North Dakota State,1,Sum,33,18,15,0.545,9,7,0.563,10,3,4,9,5,4,0,2,1167,1170,72.9,73.1,2556,2541,73.02857143,72.6,828,1816,0.456,315,861,0.366,445,575,0.774,-3.2,107.4,117,110.6,292,65,312,0.064,34,-2.85,217,3.23,84,104.8,138,107.6,292,First Round,1,North Dakota St.,16,Duke,1,62,85,L,0,27,1,4,4,27,Duke,ACC,34,29,5,0.853,14,4,0.778,15,2,7,2,10,2,10,5,1640,1407,82,70.4,3143,2576,82.71052632,67.78947368,1037,2173,0.477,247,818,0.302,518,751,0.69,30.62,120,7,89.3,6,72.1,20,0.018,134,12.85,7,5.08,40,110.7,4,97.8,11,13
,,124,2019,24,Georgia State,1,SB,33,24,9,0.727,13,5,0.722,13,1,7,7,4,2,0,2,1395,1330,77.5,73.9,2598,2491,76.41176471,73.26470588,865,1858,0.466,316,814,0.388,424,643,0.659,4.85,107.7,111,102.8,143,70,69,0.143,2,1.09,115,3.5,70,105.2,121,104.1,137,First Round,1,Georgia St.,14,Houston,3,55,84,L,0,130,11,,12,130,Houston,Amer,34,31,3,0.912,16,2,0.889,19,1,10,1,4,2,3,2,1401,1155,77.8,64.2,2787,2258,75.32432432,61.02702703,883,1968,0.449,305,838,0.364,443,629,0.704,24.13,115.3,19,91.2,11,66.1,260,0.039,86,4.45,76,-4.16,283,105.7,92,101.3,62,3
4,3,2,2019,1,Gonzaga,0,WCC,33,30,3,0.909,16,0,1,17,0,9,1,7,3,2,3,1379,947,86.2,59.2,3243,2400,87.64864865,64.86486486,1062,1997,0.532,257,704,0.365,551,718,0.767,32.85,124.5,1,91.6,12,70.2,62,-0.001,180,4.46,75,1.87,105,106.9,69,102.5,87,First Round,1,Gonzaga,1,Fairleigh Dickinson,16,87,49,W,1,279,,,211,279,Fairleigh Dickinson,NEC,33,20,13,0.606,12,6,0.667,13,4,7,9,1,1,0,1,1372,1298,76.2,72.1,2620,2515,74.85714286,71.85714286,876,1834,0.478,254,629,0.404,483,660,0.732,-4.22,106.5,139,110.7,295,66.8,223,0.04,81,-8.16,338,-1.86,215,99.5,335,107.7,296,62
,,31,2019,18,Saint Mary's,1,WCC,33,22,11,0.667,11,5,0.688,14,3,5,5,3,4,1,4,1117,1026,69.8,64.1,2463,2185,72.44117647,64.26470588,876,1850,0.474,245,648,0.378,409,549,0.745,17.31,114.7,23,97.4,55,62.7,348,-0.045,285,3.66,82,-0.9,183,106.6,76,103,100,First Round,1,Saint Mary's (CA),11,Villanova,6,57,61,L,0,208,23,9,30,208,Villanova,BE,34,25,9,0.735,13,5,0.722,13,2,5,7,8,1,3,4,1337,1222,74.3,67.9,2654,2425,73.72222222,67.36111111,840,1912,0.439,361,1023,0.353,491,675,0.727,17.33,116.5,16,99.2,81,63.6,335,0.044,73,8,51,3.32,78,108.8,44,100.8,55,42
,,53,2019,119,New Mexico State,1,WAC,34,30,4,0.882,15,1,0.938,16,1,10,2,4,2,0,2,1223,1030,76.4,64.4,2734,2259,78.11428571,64.54285714,937,2041,0.459,319,952,0.335,464,687,0.675,13.62,113,35,99.3,84,65.9,269,0.042,79,-3.44,236,-3.22,254,102.8,235,106.2,222,First Round,1,New Mexico St.,12,Auburn,5,77,78,L,0,129,14,11,11,129,Auburn,SEC,35,26,9,0.743,11,7,0.611,15,2,4,6,11,2,6,6,1375,1285,76.4,71.4,3188,2750,79.7,68.75,930,2071,0.449,381,1012,0.376,460,648,0.71,25,120.9,6,95.9,36,67.9,155,0.008,162,12.23,11,2.63,96,110.7,3,98.5,20,65
,,166,2018,162,UMBC,1,AE,34,24,10,0.706,12,4,0.75,15,2,9,7,1,2,1,1,1096,1060,68.5,66.25,2630,2466,73.05555556,68.5,886,1993,0.445,346,894,0.387,395,609,0.649,0.5,103.1,206,102.6,124,68.4,170,0.125,2,-4.38,269,-3.55,277,102.7,267,107.1,259,First Round,1,UMBC,16,Virginia,1,74,54,W,1,349,1,,2,349,Virginia,ACC,33,31,2,0.939,17,1,0.944,16,1,10,1,5,1,5,1,1154,955,64.11111111,53.05555556,2283,1836,67.14705882,54,825,1788,0.461,243,623,0.39,336,443,0.758,29.53,115.2,30,85.6,1,59.4,351,0.048,66,9.24,37,-0.08,158,110,33,100.7,33,68
16,7,21,2018,148,Wichita State,0,Amer,32,25,7,0.781,14,4,0.778,13,3,9,2,3,3,2,3,1464,1275,81.33333333,70.83333333,2731,2364,82.75757576,71.63636364,930,1944,0.478,292,758,0.385,504,683,0.738,19.03,121,4,101.9,111,68.6,162,-0.026,254,5.13,73,1.55,114,107.3,79,102.2,70,First Round,1,Wichita St.,4,Marshall,13,75,81,L,0,73,,,105,73,Marshall,CUSA,34,24,10,0.706,12,6,0.667,15,2,6,8,4,1,2,2,1458,1383,81,76.83333333,3017,2849,83.80555556,79.13888889,992,2116,0.469,341,963,0.354,540,704,0.767,6.53,109.4,93,102.9,126,74.7,6,0.06,54,0.07,137,-7,333,105.6,118,105.5,164,70
21,,18,2018,130,Houston,0,Amer,33,26,7,0.788,14,4,0.778,15,0,7,5,5,3,3,4,1365,1156,75.83333333,64.22222222,2685,2271,76.71428571,64.88571429,891,1898,0.469,278,714,0.389,440,616,0.714,20.24,114.6,38,94.4,13,68.4,167,-0.015,216,3.9,81,-3.08,254,106.6,95,102.7,75,First Round,1,Houston,6,San Diego St.,11,67,65,W,1,66,,,50,66,San Diego State,MWC,32,22,10,0.688,11,7,0.611,13,2,4,7,5,2,3,2,1383,1261,76.83333333,70.05555556,2545,2240,77.12121212,67.87878788,882,1913,0.461,235,693,0.339,481,667,0.721,14.09,110.5,77,96.4,30,68.8,142,-0.032,265,3.46,86,-0.8,177,107.2,80,103.8,96,72
6,12,4,2018,166,Cincinnati,1,Amer,34,30,4,0.882,16,2,0.889,15,1,9,2,7,2,2,4,1294,997,71.88888889,55.38888889,2673,2071,74.25,57.52777778,873,1926,0.453,244,681,0.358,486,706,0.688,26.6,113.4,49,86.8,2,64.5,330,-0.019,230,3.46,87,-4.21,294,106.9,89,103.4,90,First Round,1,Cincinnati,2,Georgia St.,15,68,53,W,1,24,,,101,24,Georgia State,SB,34,24,10,0.706,12,6,0.667,11,3,9,6,4,2,0,1,1387,1281,77.05555556,71.16666667,2614,2356,74.68571429,67.31428571,891,1924,0.463,307,795,0.386,398,592,0.672,6.92,108.8,102,101.9,110,66.8,246,-0.015,218,-2.51,207,-3.22,263,103.4,229,105.9,186,73
,,68,2018,261,St. Bonaventure,0,A10,32,25,7,0.781,14,4,0.778,13,1,9,4,4,3,1,1,1434,1330,79.66666667,73.88888889,2620,2407,77.05882353,70.79411765,844,1851,0.456,248,623,0.398,557,739,0.754,11.21,110.8,74,99.5,74,69.4,104,0.078,21,2.8,94,1.17,127,107,86,104.2,111,First Round,1,St. Bonaventure,11,Florida,6,62,77,L,0,219,23,8,22,219,Florida,SEC,32,20,12,0.625,11,7,0.611,12,5,5,4,4,4,6,3,1277,1196,70.9444,66.4444,2577,2353,80.5313,73.5313,841,1937,0.434,292,778,0.375,460,640,0.719,18.96,114.5,41,95.5,24,67.1,226,-0.059,310,10.74,13,4.57,46,110.2,31,99.5,4,76
,,43,2018,280,Davidson,1,A10,32,21,11,0.656,13,5,0.722,11,2,6,8,4,2,2,4,1356,1161,75.33333333,64.5,2519,2240,76.33333333,67.87878788,856,1763,0.486,336,856,0.393,340,428,0.794,14.7,117,16,102.3,120,64.5,332,-0.063,318,2.11,104,1.33,121,105.6,116,103.5,91,First Round,1,Davidson,12,Kentucky,5,73,78,L,0,190,18,5,17,190,Kentucky,SEC,34,24,10,0.706,10,8,0.556,16,2,4,6,6,3,2,4,1323,1294,73.5,71.8888889,2840,2599,83.53,76.44,895,1908,0.469,178,497,0.358,564,814,0.693,20.44,115.8,24,95.4,22,68.8,146,-0.008,199,10.91,12,4.67,44,110.8,22,99.8,11,77
,,52,2018,227,Rhode Island,0,A10,32,25,7,0.781,15,3,0.833,15,1,7,4,4,3,1,1,1379,1209,76.61111111,67.16666667,2583,2338,75.97058824,68.76470588,879,1904,0.462,210,600,0.35,413,580,0.712,13.93,111.1,69,97.2,46,68.4,173,0.063,44,3.49,85,3.83,64,107.6,75,104.1,107,First Round,1,Rhode Island,7,Oklahoma,10,83,78,W,1,251,,,48,251,Oklahoma,B12,32,18,13,0.563,8,10,0.444,13,2,2,9,3,3,6,4,1461,1510,81.16666667,83.88888889,2718,2614,84.9375,81.6875,925,1993,0.464,296,816,0.363,494,660,0.748,14.16,114.6,37,100.5,85,75.5,4,-0.008,198,11.68,5,2.13,96,111.3,11,99.6,6,79
10,9,8,2018,281,North Carolina,0,ACC,35,25,10,0.714,11,7,0.611,12,3,7,5,7,3,5,6,1452,1360,80.66666667,75.55555556,3018,2711,81.56756757,73.27027027,1048,2279,0.46,290,796,0.364,483,652,0.741,23.59,120.3,6,96.7,38,71.2,46,-0.011,207,13.26,1,7.58,17,111.6,5,98.3,1,First Round,1,North Carolina,2,Lipscomb,15,84,66,W,1,139,,,167,139,Lipscomb,ASun,32,23,9,0.719,10,4,0.714,13,2,10,7,0,1,0,3,1203,1142,85.92857143,81.57142857,2708,2564,82.06060606,77.6969697,901,1976,0.456,260,785,0.331,580,811,0.715,0.43,103.2,203,102.8,125,74.9,5,0.112,7,-4.31,267,5.84,30,103.2,235,107.5,278,80
9,1,3,2018,27,Duke,0,ACC,33,26,7,0.788,13,5,0.722,15,1,6,5,8,2,6,4,1421,1219,78.94444444,67.72222222,3121,2576,84.35135135,69.62162162,1008,2044,0.493,274,725,0.378,505,713,0.708,28.86,122.4,3,93.6,9,69.7,93,-0.034,271,10.6,15,4.09,58,110.4,30,99.8,10,First Round,1,Duke,2,Iona,15,89,67,W,1,351,,,137,351,Iona,MAAC,33,20,13,0.606,11,7,0.611,8,3,7,8,5,3,0,1,1503,1417,83.5,78.72222222,2702,2602,79.47058824,76.52941176,931,2017,0.462,319,822,0.388,452,612,0.739,2.63,110,80,107.3,218,70.7,58,-0.008,196,-2.12,195,2.14,95,103.1,240,105.2,151,83
